,InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
1327,5a56884f-0cdf-4600-834e-66e4c70a687f,josh write short stori research .,the research impress josh 's stori .,the research decid give josh bonu .,josh happi got bonu .,josh refus take money quit job .,josh use bonu repair broken car .,2
1328,34a62099-27a3-4dec-b2f7-342e55426fca,ethan love make youtub video .,"howev , embarrass upload video .",one day gain courag upload one .,soon one hundr view !,"now , ethan want make upload even youtub video .",ethan decid never make youtub video .,1
1329,46d0ae62-6497-43b3-aa71-312a4abf1cb0,I walk park one day .,A stranger approach ask chang .,I told man I n't money .,the man kindli said thank walk away .,"feel guilti , I bought restaur stranger .",perhap anoth person park help .,2
1330,b128ff7a-7a0e-4f2a-900a-e76e08313ca2,gina friend outsid school librari .,they want go insid .,but librarian librari .,the girl n't sure could .,they decid wait .,gina hate librari .,1
1331,c2eeb379-1ad6-44bc-bf40-ecbf307a4002,ana swim lake .,she swam across whole lake raft side .,"she prepar swim back , stop .","she saw huge , scari fish swim water !","she scream friend , unsur els .",ana vow never go hike !,1
1332,a5d1a221-307a-4f9a-8ee1-dc235aad4b7d,A man bought young son bicycl .,It brand bike 'd own boy .,hi bike last outgrew .,"hi son 's bike , though , fell apart week .",the man marvel bike 's new engin .,the man annoy .,2
1333,ed54f6ad-4172-4435-91bd-861e6b9a19ab,jaim want ask jack go school danc .,after school wait jack outsid front door .,when jack exit walk hand hand anoth girl .,jaim froze unabl speak .,jaim told .,jaim walk gave hug .,1
1334,a29e4877-6e82-47c6-af69-511fc6add0f2,billi 's friend thought scaredi cat .,they dare go haunt hous .,He decid go even stay night .,despit scare stay entir night .,billi felt brave .,billi demonstr cowardic .,1
1335,08694720-a137-4605-a125-211dce1bb369,ana babi girl .,she want girl pierc ear .,she took babi studio ear pierc .,then fasten tini diamond stud pierc .,ana love ear .,ana children .,1
1336,de8e5184-38f7-4fc3-a913-fc1f1501cf09,salli want someth special mom .,she went bought dozen red rose .,her mom love put vase tabl .,they admir rose ate dinner .,salli 's mom threw rose away dinner .,salli 's mom appreci effort .,2
1337,dea87ee2-8a99-4ced-be0b-f900776a44f6,when I sixteen I stole hat .,"I money buy , I n't .",befor I could leav store secur alreadi grab .,they handcuf walk mall .,they pin medal chest .,I asham I never stole .,2
1338,23513f02-46b4-492b-8062-3b2003e1ab83,matt start play basebal seven .,now seventeen year 's old still hit homerun .,"today last game , also championship .","bottom ninth , matt bat two strike name",matt score touchdown last minut .,the next pitch hit homerun .,2
1339,fd232283-b8b2-4199-bb37-5ab1d4b9c18d,It cara 's sweet sixteen .,she massiv parti friend .,"when parti done , parent told go outsid .",when went outsid saw brand new car .,she took car drive thank parent .,she got angri parent ran away home .,1
1340,89bfaddd-b035-4c1e-b096-f40b90c7af11,darlen move new citi friend .,darlen look shelv thrift store new home .,A custom cashier struck convers darlen .,they seem friendli similar interest .,she made fast friend cashier custom .,darlen insult cashier 's job statu .,1
1341,22406c11-326f-4d43-beba-cb69375c4953,jake one roommat .,He took gap year last year work chef australia .,sinc dine hall food subpar decid cook .,He taught cook season steak .,jake kept us well-f year .,now go dine hall instead cook .,1
1342,7bed01f9-5e3a-4dd2-b96a-cf6682849fd9,yesterday I went anim shelter .,I search perfect dog famili .,I fell love dog name tobi .,after introduc cat decid take home .,tobi told n't like cat .,My famili love tobi .,2
1343,dd098674-ee50-4033-a8b9-8637b80b34b6,toni tire stale store bought bread .,He call mom got bread recip .,toni gather ingredi need .,toni bake bread accord recip .,It best bread .,toni love pizza .,1
1344,6243f443-719a-4425-a14f-c2e8cd65be1d,selena music artist lot fan .,one obsess .,He kept follow place public send creepi messag .,she decid go author .,selena made sure person arrest .,selena went shop .,1
1345,2e693fe0-0f60-4b5c-b3d8-92eefb947f02,sam love breakfast .,He particularli love frozen waffl .,He would make four everi morn woke .,"when woke morn three box , four .",sam ate three waffl morn .,sam decid never eat waffl .,1
1346,20b0814c-52f9-4a1b-825b-2d5b4e9e71d6,A young toddler climb chair live room .,"As climb , foot slip fell ground .",the boy start cri loudli .,hi mother heard kitchen ran .,the mother ignor child .,the mother comfort child .,2
1347,c5fb0b60-c8e5-482a-8995-dbda4c2f58ec,rick tri go sleep .,but fli fli around room .,the nois irrit .,but exhaust tri catch fli .,He turn radio tri drown nois .,"while sleep , bee stung .",1
1348,70c330f0-3eab-4a4a-98b8-6ff53b17a8f9,My friend want play dungeon dragon last week .,We got togeth drink start play .,thing quickli deterior kept drink .,eventu pretti much stop play hung .,We good time .,We decid go vega .,1
1349,97e4abb2-565d-4064-81a3-4bc93dadeddd,jen scream window one care .,her neighbor yell shut .,jen scream even louder profan .,the neighbor call cop .,jen love neighbor .,jen cop show front door .,2
1350,cc8c4dca-3361-49af-808b-8568619de386,logan maria decid make film togeth .,they wrote script hire actor .,"after lot work , final film done .",they invit everyon come see .,logan maria proud film .,logan maria asham film .,1
1351,39cb365e-9e03-4e48-94a8-22535c9c2cbf,sam sit train read paper .,He way new job interview .,sam felt extrem nervou .,A kind man sat next offer advic .,the old man told sam go home .,"sam learn old man 's advic , got job .",2
1352,a9edad89-7ad4-4655-9aae-e1aec3a4a7df,A littl girl want puppi .,her parent told .,she start cri .,she cri cri parent cave .,they went anim shelter pick cute puppi .,they went pet store bought bird .,1
1353,2e1750fa-d0a0-4d1e-830b-2d4a7fc08780,sara eagerli await decemb 1st come .,when final went shed pull ton box .,slowli start unpack organ content .,she began decor outsid hous .,she love light .,sara love fourth juli .,1
1354,c02173fa-42a0-4439-b831-c1b96d6e0102,kate work month .,she also kept healthi diet .,her friend n't seen .,when final impress dedic .,kate asham done .,kate proud .,2
1355,cd3a45c7-446c-460a-aa06-e31e674ca219,robert math geniu .,robert put extra time effort studi .,He invit statist contest young children .,He determin win cost .,robert studi hard came first place contest .,robert stop tri lost contest purpos .,1
1356,158d808d-bc93-4cef-b3aa-fe212b256934,john road trip .,suddenli felt strang bump .,He pull check tire .,It flat pancak !,He call road assist promptli .,He told friend go time .,1
1357,5399a7fc-1d66-429b-bb1f-a7d2fbfdde6b,In autumn samantha alway get crave appl cider .,she dedic saturday drive orchard .,samantha walk trail enjoy color leav .,she buy gallon cider leav .,samantha love appl cider get orchard .,samantha hate autumn .,1
1358,11d6d183-74b0-41cf-bfce-04c05a940b38,john n't studi math test .,the weather forecast call snow .,He went bed hope would save snow day .,when woke next day school cancel .,john reliev extra day studi .,john angri snow .,1
1359,45ebac70-b33e-4aa6-940b-18134d372501,four outlaw camp blood gulch .,"they thought safe , let guard .",the sheriff hot trail .,He found earli morn still slept .,He arrest .,He let go free .,1
1360,c1460cce-a43c-4402-9e00-60fcd40d19c2,josi found spider underneath bed .,she spray lysol around bed frame .,josi saw spider crawl wall .,she swat wall piec paper .,josi love spider .,josi hate spider .,2
1361,80e87538-52cb-49b0-b0b6-b1caba694be4,A man name nick walk street .,He notic small leather wallet grass .,He pick fill cash .,nick decid give wallet polic station .,the polic never found owner gave nick .,nick kept wallet .,1
1362,138bde62-3359-487e-b6f5-59c848cd6835,ken vacat tropic .,He learn scuba dive .,He pass certif cours dive everi day .,soon learn lot fact ocean explor .,It best vacat ken ever taken .,He scare water .,1
1363,621323a0-129f-4048-90d9-3a274e18befe,I turn news one day .,I saw sad news hostag venu .,I watch said hostag shot .,I cri held girlfriend .,I think violenc inspir .,I think terror frighten .,2
1364,72610204-f986-4e0a-ace9-3aff6625dd45,ann alway want one lili grew pond .,"they far , could never reach .",one summer took rake attempt pull one .,"To shock , still could get lili !",ann decid hate flower .,ann sad .,2
1365,442e3665-c620-415d-9896-e5437de30bbc,brian look recip pork chop internet .,He chose recip call barbecu pork chop .,He follow instruct care prepar ingredi .,"after go step , brian tast pork chop .",brain enjoy eat veget .,brain happi tast good .,2
1366,b06feba7-f225-41a3-a744-e732218a1d0a,jame gym play basketbal .,hi cloth soak run court .,He forgot bring spare cloth chang .,jame run car order avoid cold weather .,jame drove home car window open .,jame drove home get chang dri cloth .,2
1367,87a375ac-fc48-4061-8eff-cacf8ad173e4,gina given lunch detent .,she expect wors .,she fought smile tri creep across face .,she n't want princip know reliev .,gina 's smile broke laugh princip n't notic .,gina alway chose banana oatmeal .,1
1368,834b3646-3628-4476-8817-e2bd8f0229ce,cole given coal christma gag gift .,cole young took serious .,cole well-behav month .,eventu cole forgot incid .,"cole thought incid everi day afterward ,",cole never got coal .,2
1369,a3fce6d6-6ec6-406b-bd9e-72657f83d9c0,mike tire work need vacat .,"unfortun , mike idea go .",He decid spin globe go finger land .,mike 's finger land hawaii .,mike went franc .,mike took trip hawaii .,2
1370,788b96a8-5edb-40db-924d-c4edc701d439,tiffani bought bag microwav popcorn .,she n't read direct .,she put bag microwav push popcorn button .,minut later smell someth horribl .,the popcorn burn left long .,the popcorn prepar perfect .,1
1371,3a0baaf6-da36-44f0-b08f-1c48637d80b9,We went snow ski wife 's birthday .,"In lift line , start talk anoth coupl .",We found celebr wife 's birthday .,the four us drink lodg night .,she horribl birthday .,We first swinger experi night .,2
1372,f0c94702-34a3-4fdd-834a-1cf1ede9891e,nan felt guilti pet alon day work .,"she consid get rid , knew 'd miss much .",she realiz boy next door got home school 3:00 everi day .,she offer five dollar day spend time cat .,the boy punch face .,the boy watch cat .,2
1373,5c227db5-f5db-47b6-a45c-d851bd811da1,one friday night pitch got huge pizza .,My brother bit slice piec gum .,"disgust , call pizza place complain .",they came hous deni everyth .,they apolog gave us anoth pizza .,We order anoth store .,2
1374,dd19845b-229a-41f1-90e5-3fbc2dfa1d2a,henri ran across bake good sale .,the young ladi gave small muffin .,He took bite .,"howev , worm came hole .",henri continu enjoy muffin .,henri disgust spit muffin .,2
1375,8a3d4657-67c5-4a8e-91cb-0990a231959c,bob recent purchas dream car .,the thing n't like color .,He took paint shop get repaint .,He wait week pick shop .,bob wish car origin color .,bob love new color chose .,2
1376,58d60722-7371-439b-9803-b761a7d12017,My aunt nurs .,she often talk long hour work .,last week especi bad .,she n't singl day n't work late .,It easi work .,It hard work .,2
1377,83496d4c-3abd-411b-a26a-ebd4d22d5ff7,joe walk home one night .,"out nowher , man approach stab .",joe badli injur !,He stagger nearest hospit .,He went straight cafeteria long dinner .,It took 2 week hospit recuper .,2
1378,cdd11ea6-27c8-4940-b657-76e14c756606,fred bought new patio furnitur hous .,He built set outsid .,that night bad raini storm .,the next day fred saw raini ruin new furnitur .,He disappoint .,He pleas .,1
1379,9c07127e-872a-4a81-9815-177f4d562cfd,jordi ran outsid happili .,He look sky see countless snowflak .,"with gleeful yelp , began construct snowman .","when done , jordi look thought creation .",He proud .,He asham .,1
1380,2f3d8c05-6cab-48cd-93bd-58606d259a5a,john student law school .,He tough time learn materi .,john decid someth .,He met professor got extra tutor .,"pretti soon , speed feel much confid .",hi professor reassur medic school picnic .,1
1381,67e74211-eb19-4b3f-8c02-a71922d2f96a,harold mailman job .,He one packag mysteri address .,"harold look town , could find hous .",He went van look databas .,harold decid throw packag away .,harold found address correct citi .,2
1382,5b74d31b-f8f9-481c-8357-975bb275a584,ami want get manicur .,she went nail salon near job .,the ladi finish ask want fingernail polish well .,ami chose bright red nail polish color .,ami love bright color .,ami hate bright color .,1
1383,b0d3a9eb-5b87-45ca-a12e-cac355c30cbc,david went john 's lake hous weekend .,"john 's famili own boat , took ride .","It david 's first time ever boat , nervou .",the boat go fast david start fun !,david n't much fun becam nervou .,david decid enjoy boat afteral .,2
1384,21710e6b-50ea-40c0-99c8-41182a24d857,nanci walk insid subway store .,she ask footlong chicken sub .,"howev , look away prepar .",she notic half foot long .,nanci could n't wait get rest pizza .,nanci demand given six inch ask .,2
1385,f231d08c-e6b7-4513-afea-6f5ea21c5ea9,"after math class , I decid go librari .",I caught assign .,I wait sever hour mom pick .,"sinc I extrem tire , I fell asleep complet .",I n't get homework done .,I got ran marathon .,1
1386,c181efbd-c6f3-4159-b969-73970763705c,"It beauti , warm , fall day .",ami decid go outsid enjoy weather .,she sat porch swing watch squirrel run around .,just outsid began lift low spirit .,she stay outsid sun went .,she could n't wait back hous .,1
1387,e66d5835-6a7d-48f0-aa59-9c3bf336454c,"On saturday , went beach .",I appli sunscreen left .,I read instruct well .,I n't reappli sunscreen throughout day .,I got sunburn .,I pale I got home .,1
1388,4fd8c43e-97a7-44fd-a33b-14059a5b2980,jane want learn juggl .,jane consult profession juggler teach .,jane went three class profession juggler .,"after three week , jane juggl .",jane untal .,jane natur talent .,2
1389,8a28a1c6-07c0-48f1-b8ef-7c5f48496bb7,tim like pasta lot .,He would make everi night dinner .,one night n't sauc noodl .,He n't know first .,tim decid order .,tim decid never eat noodl .,1
1390,b5db02e8-2275-4bf2-a8dc-a71a3667ea12,grandpa ask betti want drink .,betti said want milk .,grandpa n't know want chocol strawberri .,betti would n't tell kind milk want .,betti shi .,betti love share opinion .,1
